content,score
Dulu senang belanja disini. Ada bayar ditempat tpi sekrang gak ada..klw uangnya ditranfer dlu malahan tambah biaya lgi bayar untk uang tranfernya.. Jdi tmbah mahal belanja dilazada...,2
"Saya dari dulu jika belanja online selalu memakai aplikasi ini. Karena menurut saya aplikasi ini mudah dan tidak ribet. Ga kaya aplikasi sebelah udah ribet tambah"" banyak biayanya. Pokonya top deh lazada🥰",5
"Mudah ga ribet, ga seperti app yg lain... Terus tingkatkan kenyamanan pelanggan, dan antisipasi toko fiktif yg akan merugikan pihak pelanggan, Seperti yg lgi viral...",5
Percuma banyak belanja jg karna hanya orang terpilih yg bisa pakai payleternya wkwkwkk gak kaya aplikasi sebelah si orange mudah mendapatkan limit atau mengaktifkan payleter.. 😅😅,1
"Kurirnya kadang kurang sopan dan kurang baik (wilayah Kelapa Indah Tangerang) dan akun saya yang lama ditutup CODnya. Serta susah untuk mengadukan kurir. Selengkapnya bagus belanja di Lazada. Aplikasinya mudah, gak ribet.",4
"Sangat kecewa,,Pengirimanya payah,,biasanya barang klo sudah sampai ke kota tujuan akan langsung di kirim ke alamat tujuan,,ni barang dah sampai gudang kota tujuan, sampe berhari hari ga dikirim,,sampai melebihi waktu estimasi",2
"dari sekian banyaknya produk yg dibeli sekitar 85% cukup memuaskan tapi masih ada seller yg tidak teliti dlm mengirim barang,misal yg dibeli ukuran gede yg dikirim ukuran kecil. terus masih ada packing yg kurang safety jadi datangnya barang penyok"" thanks sukses terus",5
"Ini gimana sih pengiriman nya,masak bareng udah di wilayah, tapi nggak di kirim kirim, saran sih, nambah ekspedisi lain yang jauh lebih kompeten lah,ini udah nunggu dari kemarin nggak nyampe nyampe barangya,di status tertulis sedang di kirimkan ke alamat dari kemarin",2
Makin kesini makin kecewa sama lazada padahal belanja rutin tapi sekarang pake lazpaylater di blokir sementara trus udah gitu gak bisa pake lazbon lagi percuma ada tawaran tapi gak bisa di pake,2
"Aplikasinya bagus, ada banyak voucher tapi pengiriman NinjaVanId jelek bangett,setiap setiap pesan gak pernah di antar, bilang nya saya meminta penjadwalan ulang tapi saya gak pernah meminta penjadwalan ulang pengiriman, saya wa kurir gak di balas, cuma di lihat doang, sebenarnya saya suka sama aplikasinya tapi percuma kalau gak di antar paketnya sudah berulangkali terjadi sperti ini, tapi selain kurir NinjaVanId bagus.",1
"Aplikasi ini bagus, cuma saran saya, untuk vocer gratis ongkir nya di besar in potong annya,apa lagi kalo promo, kalau belanja 0Rp itu minimal Rp 0/30,000.potongan ongkir nya,jangan pelit.bersainglah dengan aplikasi tetangga sebelah.saya aja jarang belanja, karena potong an ongkir nya terlalu kecil.",5
Aplikasinya mantap jiwa... Berbelanja di aflikasinya gampang dan mudah apalgi banyak diskon atau promo yg di berikan...cari barang apapun di sini pasti ketemu,5
"Tampilan homscren,,untuk pertama buka aplikasi loading nya lama bener,,terlalu banyak iklan mungkin...jadinya mau belanja lama bener muncul gambar pilihannya...",3
"Kenapa saat scan KTP di Lazbon tulisannya selalu ""diam saja""..saya udah sampe gemetar nahan untuk tidak bernafas selama lima menit tp gak kunjung sukses.. waktu paylater gak gitu..apakah pihak lazada sekarang mempersulit konsumen..belom lagi dari sesi pengiriman..",1
mohon di tingkatkan lagi untuk pengiriman dan proses barang yg saya pesen saat ngantar paket suka kesel kurirnya klo yg punya rumah ga ada di rumah.terlalu buru buru wae..,2
mohon di tingkatkan lagi untuk pengiriman dan proses barang yg saya pesen saat ngantar paket suka kesel kurirnya klo yg punya rumah ga ada di rumah.terlalu buru buru wae..,2
"Sering muncul notif ""Kamu dihadiahkan bla... Bla...bla..."" Setelah dibuka mana? Promo jg gak ada, cm diskon abal2. Maaf ya aku uninstall karena banyak unsur penipuan",1
Pembayaran COD kenapa ditutup lagi ya padahal saya ga ada membatalkan pesanan tiba2 ditutup dengan alasan keamanaan ini jd mempersulit pelanggan berbelanja! Mohon cepat diperbaiki saya sudah hubungi gmail dan umpan balik di apk nya tapi tetap gabisa balik! Mohon diperbaiki secepatnya Terimakasih!.,3
"Kecewa sekali, sebelumnya sudah langganan blanja di sini bahkan sudah bratus2 x CO, tapi setelah ganti hp dan login dg 1 akun google yg sama sangat mengecewakan, setiap mau klaim gratis ongkir tidak bisa, mlh yg muncul ada indikasi akun yg salah (v99)",1
Dari dulu pake apk lazada sampe sekarang. dari pertama ada apk ini belum pernah yang namanya dapet hadiah mau itu bentuk apapun belum pernah sekalipun juga dari Lazada😊. Dapat chasback potongan harga juga belum pernah gede paling gede 5rb 10rb,1
Dari dulu pake apk lazada sampe sekarang. dari pertama ada apk ini belum pernah yang namanya dapet hadiah mau itu bentuk apapun belum pernah sekalipun juga dari Lazada😊. Dapat chasback potongan harga juga belum pernah gede paling gede 5rb 10rb,1
Makin parah lazada padahal pembayaran lazpaylater gw kaga pernah telat tapi kenapa limit paylater gw GK bisa di pake alasan di blokir sementara gw kira sementara paling seminggu bisa LG...ehhh udh 3bln tetep kaga ada perubahan.. Dan untuk iklan nya tolong jngn ngeselin bgt ada di tiap apps..,2
"Saya pengguna setia lazada,tapi sekarang dengan berat hati saya pindah ke aplikasi oren, karena lazada sekarang ribet tidak bisa menggunakan semua jenis voucer,percuma dapet voucher tapi tidak bisa di gunakan,mau chekout aja susah sekali,mohon di perbaiki",1
"Saya jg udh satu bulan lebih tidak dpt belanja,,mau ambil voucer gratis ongkir dan voucer lain nya gagal trs..slalu ada notifikasi akun anda tidak sesuai..entah knp...kecewa jadi nya biasa langganan belanja trs d lazada..skrng g..",1
"Kasih bintang 2 soal nya aku ga bisa pake vocer gratis ongkir, packet aya pun banyak yang di retur karna kulirnya ga bisa nyampe rumah anternya, padahal kan lazada ini sang at berguna baik USAha saya sekarang ngga lagi karna akun saya tidak bisa pake vocer setiap belanja saya harap aku saya kembali normal Dan saya akan memberikan penilaan yang bagus",1
"Buat belanja ke sini bagus, cepat pengiriman, market place paling kompetitif harganya. Tapi kalau mau pembayaran jangan disini, saya bayar BPJS ketenagakerjaan ternyata pakai pihak ketiga mobilepulsa biller. Aplikasi daglog bin oon, udah bayar gak ada fakturnya, dan gak ada bukti bayarnya. Payah selevel lazada begini",1
Tadinya saya suka sama aplikasi ini tapi sekarang nggak masa saya telat bayar di paylater cuma telat dua hari dendanya 80 ribu ambil motor aja yang harganya jutaan denda perharinya cuma 3000 perhari pokonya jangan sampai deh pakai paylater lagi sudah lagi susah di bikin susah .,1
Aplikasi nya cukup bagus kalo belanja murah tergantung kualitas meski banyak ngeleg nya kadang keluar sendiri tapi cukup baik dari segi pengiriman kurir belom pernah telat sampe berminggu minggu pokonya bagus,5
"seneng bisa belanja online lewat Lazada,udah hampir 7tahun blanja online di Lazada,hampir semua kebutuhan saya beli di Lazada,tp yg bikin kecewa kadang pesanan yang tidak sesuai dan ongkir semakin mahal,waktu pertama gabung ongkir paling 7500 sekarang udah lebih dari 10rb,untung saya masih nyaman belanja di Lazada terimakasih",4
"Cukup bagus dalam pengiriman nya,kendala sedikit parfum yg saya pesan barangnya rusak dikit di bagian tutup nya luntur tolong di perbaiki lagi kedepanya",5
"Lazada sangat membatu sekali dalam memenuhi kebutuhan barang, khususnya bagi saya yang tempat nya jauh dari pusat perbelanjaan, sekarang kalau butuh barang tinggal nyari di aplikasi lazada , tinggal pesan , sesuaikan supaya dapat gratis ongkir , klikkkkkk , tinggal nunggu deh di rumah",5
"Belanja di lazada puas, sayang kalau jasa pengiriman dari JNE leletnya luarbiasa, masak sesama jawa saja hampir satu minggu baru datang barangnya, tolong LAZADA untuk jasa kirim JNE untuk di evaluasi lagi. Trimakasih.",5
"Lazada sangat membantu berbelanja tanpa bepergian,praktis dengan sangat sangat murah menyediakan berbagai segala kebutuhan.sukses selalu lazada makin tingkatkan lagi kualitas2 nya dan harga2 diskon nya🤭makin sukses🤗🙏🏻🙏🏻🙏🏻",5
"Pengiriman barang kini terlalu lambat dan sering melebihi tanggal yg tertera,kadang gk kunjung datang,. Kecewa banget sama lazada sekarang terlalu bnyak pending barang tanpa mengkonfirmasi ke pembeli harus di chat trs dan jawaban itu""ajah gajelas",1
"Baru kali ini kecewa dg lazada,, ketika saya pesan barang dan melakukan pembayaran dg dana,, tp saya masih harus melakukan pembayaran,, dan ketika saya membatalkan pesanan tsb, dana tdk d kembalikan,,, chat cs gaada konfirmasi,, chatt seller katanya dananya blm masuk🤔🤔",2
"Suka dengan app ini karena hampir semua produknya cod, pengiriman ceeeepaat baaangat. Kurirnya ramah2, dan terlengkap, ongkirnya murah dan banyak promo2 menarik. The best 👍",5
Katanya pengiriman cepat tapi pesanan saya 1 minggu baru nyampek mendingan ke toko sebelah pengiriman cpet trus ongkir murah lagi,2
"Apl nya gk sesuai ekspetasi vocer nya gk bisa diklaim padahal saya pengguna baru harusnya bisa diklaim vocer nya, padahal voucher belanja nya itu khusus pengguna baru masa gk bisa tolong di benerin lagi donk aplnya",1
"Waktu baru pertama X make aplikasi nya sih enak ,,,tpi lama kelamaan barang atau paket yg kita beli GK pernya istilahnya pengiriman nya GK gagall,,,kecewa X sih",1
"Sekarang lazada banyak biaya biaya di setiap transaksi, cod kena biaya penanganan, enggak cod juga kena biaya layanan. Meski harga murah tetap terhitung mahal karena biaya biaya tersebut. Kalau bisa hilangkan biaya layanan itu karena harga murah juga pake biaya layanan jadi mahal... Buat kaum ibu ibu harga beda 1000 aja diperhitungkan looh...",1
saya suka belanja di lazada . cukup di pesan yang saya butuhkan. untuk mencari yang kita sukai tinggal klik. apapun kebutuhan kita semua sudah tersedia di Lazada. terimakasih lazada semoga selalu berjalan bersama,5
"Sekarang pengiriman mau pake LEX, JNE,JNT, dll ke Balikpapan di atas 7-21 hari Gilak!! Bobroknya expedisi iklannya aja gratis ongkir, pengiriman cepat, taikkk!! Gak ada yg bener semuanya!! Ongkir byr,kirim lambat!!!",1
Akun sy tidak bisa COD di kunci oleh pihak LAZADA. katanya demi keamanan akun anda. Oklah klw tdk bisa COD tdk maslah. Msih bisa COD di aplikasi sebelah.,1
Akun sy tidak bisa COD di kunci oleh pihak LAZADA. katanya demi keamanan akun anda. Oklah klw tdk bisa COD tdk maslah. Msih bisa COD di aplikasi sebelah.,1
"Lazada tolong pilihan opsi pengiriman nya di banyakin lagi jangan cuma Ninja express doang, karena pengiriman sampai 1 bulan, dulu hanya 4-5 hari sampai",1
"Aplikasinya gak bemasalah, iklannya yang masalah. Parah banget langsung masuk ke aplikasinya otomatis. Iklan lazada nyebelin bangetttttt",3
Semakin hari kok semakin letoy gak bisa pake lazpay padahal tagihan belom jatoh tempo udah lunas...kayaknya mau pindah aplikasi lain kalau terus begini....,2
"Pengamanan nya ga bisa di percaya soal nya beli bayar pake dana . Barang ga datang dana ku ga bisa di buka lebih baik belanja di toko oren ajah teman"" Taku pembayaran Pake bank/dana yang lain nya ☺",1
Kenapa pembeli tidak bisa memilih jasa pengiriman. Menggunakan jasa pengiriman yg di tentukan pihak lazada sungguh mengecewakan. Bukan cuma sekali atau dua kali pengiriman man nya lama. Bahkan ada yg sampai 1 bulan belum juga sampai kiriman nya. Jadi wajar aja di kasih bintang ⭐ untuk lazada. Sangat mengecewakan.,1
"Berbeda dari aplikasi sebelah saya punya 2 HP di satu akun, karena 1 HP kurang support, malah voucher ongkir gak bisa dipake... Malas belanja (V01) udah pake 2 tahun belanja baru kali ini kena ginian bantu dong pihak lazada saya gak akan bisa belanja tanpa ongkir kalian yang bagus dari aplikasi sebelah.",1
"Maaf aku kurangi bintangnya, pelayanan skrg parah banget lazada, dulu pesan brg 4-5 hari udah sampai, skrg mau 2 minggu lebih brg blm sampai2 terutama kalo jasa pengiriman via ninja. Kalau gak mau kirim ya kasih kepastian donk, jgn lalu brg kita tggu 2 minggu lebih dan ongkir mahal bet gak jelas kapan sampai....asli kecewa",1
Sering belanja di lazada secara online.akhir2 ini aku kecewa karena sdh gak bisa COD. Tanpa sebab yg jelas. Padahal se ingatku aku tidak pernah membatalkan pesanan.tapi sering sekali ada pembatalan sepihak dari lazada.tanpa konfirmasi sebelumnya..dan yg paling menjengkelkan sering pesanan ku tidak disampaikan .aku gak ngerti apa lazada yg tidak mengirimkan atau justru kurirnya yg gak benar. Di apk sering ada pemberitahuan bahwa pesanan sdh di terima. Padahal barangnya belum diterima,1
"Habis reset hp malah gak bisa masuk. Disuruh verifikasi, buka lazada melalui hp yang sedang dipakai. Lha ini hpnya sedang dipakai, dikasih waktu 5 menit. Mau buka pakai apa lagi coba. Ok waktunya say good bye to lazada.",1
"mudah digunkaan,. tapi kecewa dengan jasa pengiriman LEX ID, pengiriman sangat lambat, selalu tidak sesuai estimasi, pesanan saya dengan estimasi tgl 15 agustus,. sampai ulasan ini diberikan belum sampai juga.",2
"Semakin payah... Pada ngilang foto produknya... Padahal baru update..., semakin kesini semakin ga jelas.... Payah.., padahal dah tahunan langganan....",3
"Lumayan murah, banyak freeongnya, cuman gak ada pilihan expedisinya, update status paket dari pihak expedisi masih kurang terpwrinci , trus dari kota mana pengirimannya, dan di profil tokonya ada di kota mana yg masih kurang jelas, mohon diperjelas ya lazada... semoga lebih baik lagi, lebih update info paket, info tokonya",4
Pengiriman lama sering lewat dari tanggal Terima. Di aplikasi tanggal 19 udah nyampe eh sampe tgl 20.ga ada pergerakan sama sekali🤣🤣 banyakin dong ekspedisi nya biar ga nyangkut dininja ama JNE doang. Udah jelas itu lama2 mereka ini ngirim nya 🤣. Diskon ga bisa di pakai🤣 selucu ini sekarang. Otw pindah ke oren lagi🥰,1
"hallo lazada,aku cuma mau kasih saran yaa untuk pengiriman lebih enak pake kurir lazada aja,soalnya udah beberapa kali pake kurir JNE selalu mulurrrrrr bgt dr estimasi ,iya kalo barang gak lg di butuhin mah masa bodo,kadang kalo lagi butuh bgt mau kepake tp ditungguin sampe 1 mnggu bahkan pernah sampe 2 minggu,ini kejadian ga sekali dua kali udah sering soalnya ...bikin kesel & kapok !kadang juga suka malem2 kisaran jam 21.00/21.30 kirim paket .",4
"Buat apa spaylater kalau gk bisa di gunakan,iklan aj banyak yg menggunakn spaylater, pas cek out gk bsa Di gunakan. Repot bgt sh.",1
"Saya pngguna lazada sudah lama, TPI lazada yg dlu dan skrg beda.. voucersnya ada TPi gak bisa dipake. Tiap di klik gak bisa itu kenapa yaa???",1
Tolong di perbaiki kenapa pembayaran melalui ovo error padahal sudah memasukkan kode pin yg benar tapi gk bisa bisa udah sering loh aneh banget,3
"Masalah token listrik udah oke, ada mslah lazada yg smpe skrang suka bkin gedeg, klo unggah video dari dlu luamaaaaa bngttt, apalgi mau krm video unboxing ke toko yg ga krm legkap barang psanan, jdi rugiin konsumen kan! Mau komplen ga bs krm video unboxing! Kudu pake WIFI! Hellooo ga smua org pake jaringan WIFI!! Makanya jdi ga minat buat review produk² yg dibeli. Tolong diprmudah urusan videonya kak",3
"Semakin kesini trus di update, bukannya berkembang, malah loading nya lemot banget",2
"Turun Bintang nya, Dah Beberapa kali belanja di Lazada Dpat seller Yg Gk amanah, Kecewa Beraaat, Coba Yg Ratiing nya 4,2 sampai 4,6 langsung di block Ajj,,, Pesan Barang 2 yg Dtang Cuma 1, Kadang Pesanan gk sesuai Juga Sama Yg Di iklankan....",1
Mohon di berikan prioritas kepada pembeli yg tergolong baik dalam rating COD. Saya belanja di plat S menjadi member Gold dan di berikan kesempatan COD pada toko resmi utk pembayaran di rumah. Saya bisa COD dengan batas belanja 5 jutaan meski kadang saya beli sepatu brand resmi hanya 1 jutaan lebih sedikit. Seperti itulah yg saya maksud Lazada juga harus ada.,5
Lazada adalah aplikasi belanja online terbaik menurut ku yg terbaik itu adalah kurir dan kecepatan pengiriman kurirnya sangat ramah dan pengiriman cepat cuma yg kurang di pencarian ny aja tapi kalo pencarian gambar itu bagus banget,5
Lazada adalah aplikasi belanja online terbaik menurut ku yg terbaik itu adalah kurir dan kecepatan pengiriman kurirnya sangat ramah dan pengiriman cepat cuma yg kurang di pencarian ny aja tapi kalo pencarian gambar itu bagus banget,5
